ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
19891,ANTH,3590,002,Lecture,"3","Eric Werner","Tu 3:30PM - 6:00PM","Maury Hall 110","Social and Cultural Anthropology","Can we live forever?",Closed,31,30,0
18353,ANTH,3630,001,Lecture,"3","John Shepherd","MoWe 3:30PM - 4:45PM","New Cabell Hall 338","Chinese Family and Religion","",Open,14,25,0
18348,ANTH,3890,001,Lecture,"3","Stephen Plog","TuTh 2:00PM - 3:15PM","New Cabell Hall 058","Archaeology of the American Southwest","",Closed,40,40,0
18341,ANTH,4420,001,Lecture,"3","Ellen Contini-Morava","TuTh 12:30PM - 1:45PM","Physics Bldg 218","Theories of Language","",Closed,15,15,0
19987,ANTH,4590,002,Seminar,"3","Henry Skerritt","Th 10:00AM - 12:30PM","Fayerweather Hall 215","Social & Cultural Anthropology","Aboriginal Contemporary Art",Open,3,4,0
12266,ANTH,4591,001,Seminar,"3","Patricia Wattenmaker","Mo 6:30PM - 9:00PM","Brooks Hall 103","Senior Seminar in Anthropology","Bones, Cultures and Crime",Closed,17,15,0
13130,ANTH,4591,002,Seminar,"3","Frederick Damon","MoWe 4:00PM - 5:15PM","New Cabell Hall 056","Senior Seminar in Anthropology","Indo-Pacific Anthropology",Open,12,15,0
11983,ANTH,4993,007,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Open,0,3,0
11991,ANTH,4993,011,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,1,5,0
12664,ANTH,4993,026,Independent Study,"1 - 6","James Igoe","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
13350,ANTH,4993,029,Independent Study,"1 - 6","Roberto Armengol","TBA","TBA","Independent Study in Anthropology","",Open,1,30,0
20404,ANTH,4993,030,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,2,30,0
21083,ANTH,4999,001,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
11985,ANTH,4999,004,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
11992,ANTH,4999,011,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
11993,ANTH,4999,017,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
12665,ANTH,4999,025,Independent Study,"3","China Scherz","TBA","TBA","Distinguished Majors Thesis Writing","",Open,2,30,0
11948,ANTH,5360,001,Lecture,"3","Richard Merkel","We 6:30PM - 9:00PM","New Cabell Hall 338","World Mental Health","",Open,25,30,0
12267,ANTH,5401,001,Lecture,"3","Ellen Contini-Morava","Mo 5:00PM - 7:30PM","Gibson Hall 141","Linguistic Field Methods","",Open,11,16,0
18362,ANTH,5440,001,Lecture,"3","Lise Dobrin","MoWe 3:30PM - 4:45PM","Brooks Hall 103","Morphology","",Closed,20,18,0
18366,ANTH,5475,001,Seminar,"3","Mark Sicoli","MoWe 2:00PM - 3:15PM","Brooks Hall 103","Multimodal Interaction","",Closed,10,10,0
18365,ANTH,5480,001,Seminar,"3","Lise Dobrin","Th 4:00PM - 6:30PM","Brooks Hall 103","Literacy and Orality","",Open,9,18,0
18367,ANTH,5549,001,Seminar,"3","Samuel Beer","Tu 7:00PM - 9:30PM","New Cabell Hall 338","Topics in Theoretical Linguistics and Linguistic Anthropology","Endangered Languages",Open,10,30,0
20138,ANTH,5590,005,Seminar,"3","Joshua Burraway","Th 3:30PM - 6:00PM","New Cabell Hall 407","Topics in Social and Cultural Anthropology","Temporality Health and Body",Closed,15,15,0
20795,ANTH,5590,006,Seminar,"3","China Scherz","TuTh 12:30PM - 1:45PM","Brooks Hall 103","Topics in Social and Cultural Anthropology","Care and Abandonment",Open,13,15,0
18361,ANTH,5885,001,Seminar,"3","Adria Laviolette","Mo 5:00PM - 7:30PM","New Cabell Hall 111","Archaeology of Colonial Expansions","",Open,13,15,0
10314,ANTH,7020,001,Seminar,"3","Kathleen Weston","We 4:00PM - 6:30PM","New Cabell Hall 111","Contemporary Anthropological Theory","",Open,11,15,0
18352,ANTH,7130,001,Lecture,"3","John Shepherd","TuTh 8:00AM - 9:15AM","Clark Hall 107","Disease, Epidemics and Society","",Open,0,5,0
13335,ANTH,7370,001,Lecture,"3","George Mentore","TuTh 10:00AM - 10:50AM","Maury Hall 115","Power and the Body","",Open,10,12,0
18342,ANTH,7420,001,Seminar,"3","Ellen Contini-Morava","TuTh 12:30PM - 1:45PM","Physics Bldg 218","Theories of Language","",Closed,5,5,0
18368,ANTH,7455,001,Lecture,"3","Samuel Beer","TuTh 9:30AM - 10:45AM","New Cabell Hall 338","African Languages","",Open,0,5,0
18344,ANTH,7480,001,Lecture,"3","Eve Danziger","WeFr 10:00AM - 10:50AM","Maury Hall 115","Language and Prehistory","",Closed,5,5,0
18354,ANTH,7630,001,Lecture,"3","John Shepherd","MoWe 3:30PM - 4:45PM","New Cabell Hall 338","Chinese Family and Religion","",Open,1,5,0
10315,ANTH,8998,001,Independent Study,"1 - 12","Ira Bashkow,Ruslan Elistratov","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,50,0
11776,ANTH,8998,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11777,ANTH,8998,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11778,ANTH,8998,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11779,ANTH,8998,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11780,ANTH,8998,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11781,ANTH,8998,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11782,ANTH,8998,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11783,ANTH,8998,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11784,ANTH,8998,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11785,ANTH,8998,012,Independent Study,"1 - 12","Adria Laviolette","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11786,ANTH,8998,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11787,ANTH,8998,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11788,ANTH,8998,017,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11789,ANTH,8998,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11790,ANTH,8998,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11792,ANTH,8998,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11793,ANTH,8998,024,Independent Study,"1 - 12","Kathleen Weston","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,4,30,0
12647,ANTH,8998,026,Independent Study,"1 - 12","James Igoe","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12648,ANTH,8998,027,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12649,ANTH,8998,028,Independent Study,"1 - 12","China Scherz","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12650,ANTH,8998,029,Independent Study,"1 - 12","Margaret Smith","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11758,ANTH,8999,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Non-Topical Research","",Open,0,30,0
11759,ANTH,8999,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Non-Topical Research","",Open,0,30,0
11760,ANTH,8999,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Non-Topical Research","",Open,0,30,0
11761,ANTH,8999,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Non-Topical Research","",Open,0,30,0
11762,ANTH,8999,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Non-Topical Research","",Open,0,30,0
11763,ANTH,8999,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Non-Topical Research","",Open,0,30,0
11764,ANTH,8999,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Non-Topical Research","",Open,0,30,0
11765,ANTH,8999,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Non-Topical Research","",Open,0,30,0
11766,ANTH,8999,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Non-Topical Research","",Open,0,30,0
11767,ANTH,8999,012,Independent Study,"1 - 12","Adria Laviolette","TBA","TBA","Non-Topical Research","",Open,0,30,0
11768,ANTH,8999,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Non-Topical Research","",Open,0,30,0
11769,ANTH,8999,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Non-Topical Research","",Open,1,30,0
11770,ANTH,8999,017,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Non-Topical Research","",Open,0,30,0
11771,ANTH,8999,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Non-Topical Research","",Open,0,30,0
11772,ANTH,8999,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Non-Topical Research","",Open,0,30,0
11774,ANTH,8999,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Non-Topical Research","",Open,0,30,0
11775,ANTH,8999,024,Independent Study,"1 - 12","Kathleen Weston","TBA","TBA","Non-Topical Research","",Open,2,30,0
12651,ANTH,8999,025,Independent Study,"1 - 12","Jim Igoe","TBA","TBA","Non-Topical Research","",Open,0,30,0
12652,ANTH,8999,026,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Non-Topical Research","",Open,0,30,0
12653,ANTH,8999,027,Independent Study,"1 - 12","China Scherz","TBA","TBA","Non-Topical Research","",Open,0,30,0
12654,ANTH,8999,028,Independent Study,"1 - 12","Margo Smith","TBA","TBA","Non-Topical Research","",Open,0,30,0
20478,ANTH,9010,001,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Directed Readings","",Open,1,20,0
20479,ANTH,9010,002,Independent Study,"1 - 12","China Scherz","TBA","TBA","Directed Readings","",Open,0,20,0
11794,ANTH,9010,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Directed Readings","",Open,0,20,0
11795,ANTH,9010,012,Independent Study,"1 - 12","Adria LaViolette","TBA","TBA","Directed Readings","",Open,1,20,0
11796,ANTH,9010,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Directed Readings","",Open,1,20,0
11797,ANTH,9010,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Directed Readings","",Open,0,20,0
12656,ANTH,9010,027,Independent Study,"1 - 12","Jim Igoe","TBA","TBA","Directed Readings","",Open,0,20,0
14699,ANTH,9010,031,Independent Study,"1 - 12","Mark Sicoli","TBA","TBA","Directed Readings","",Open,0,20,0
20620,ANTH,9010,032,Independent Study,"1 - 12","Kath Weston","TBA","TBA","Directed Readings","",Open,1,20,0
20634,ANTH,9010,033,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Directed Readings","",Open,0,20,0
20480,ANTH,9020,001,Independent Study,"1 - 12","China Scherz","TBA","TBA","Directed Readings","",Open,0,20,0
11799,ANTH,9020,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Directed Readings","",Open,1,20,0
12658,ANTH,9020,026,Independent Study,"1 - 12","Jim Igoe","TBA","TBA","Directed Readings","",Open,0,20,0
14700,ANTH,9020,030,Independent Study,"1 - 12","Mark Sicoli","TBA","TBA","Directed Readings","",Open,0,20,0
20621,ANTH,9020,031,Independent Study,"1 - 12","Kath Weston","TBA","TBA","Directed Readings","",Open,0,20,0
20635,ANTH,9020,032,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Directed Readings","",Open,1,20,0
20797,ANTH,9020,033,Independent Study,"1 - 12","Aidan Seale-Feldman","TBA","TBA","Directed Readings","",Open,1,20,0
20801,ANTH,9020,034,Independent Study,"1 - 12","Sevil Baltali Tirpan","TBA","TBA","Directed Readings","",Open,2,20,0
13176,ANTH,9050,001,Independent Study,"1","Kath Weston","TBA","TBA","Research Practicum","",Closed,15,15,0
11800,ANTH,9998,002,Independent Study,"1 - 12","Ira Bashkow","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11801,ANTH,9998,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11802,ANTH,9998,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,20,0
11803,ANTH,9998,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11804,ANTH,9998,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11805,ANTH,9998,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11806,ANTH,9998,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11807,ANTH,9998,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11808,ANTH,9998,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11809,ANTH,9998,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11810,ANTH,9998,012,Independent Study,"1 - 12","Adria LaViolette","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11811,ANTH,9998,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,20,0
11812,ANTH,9998,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11813,ANTH,9998,017,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11814,ANTH,9998,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11815,ANTH,9998,019,Independent Study,"1 - 12","China Scherz","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11816,ANTH,9998,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
11818,ANTH,9998,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,20,0
11819,ANTH,9998,024,Independent Study,"1 - 12","Kath Weston","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,3,20,0
12659,ANTH,9998,025,Independent Study,"1 - 12","Jim Igoe","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,20,0
12660,ANTH,9998,026,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
12661,ANTH,9998,027,Independent Study,"1 - 12","Margo Smith","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,20,0
10316,ANTH,9999,001,Independent Study,"1 - 12","Ira Bashkow","TBA","TBA","Non-Topical Research","",Open,2,30,0
11820,ANTH,9999,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Non-Topical Research","",Open,0,30,0
11821,ANTH,9999,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Non-Topical Research","",Open,0,30,0
11822,ANTH,9999,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Non-Topical Research","",Open,2,30,0
11823,ANTH,9999,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Non-Topical Research","",Open,2,30,0
11824,ANTH,9999,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Non-Topical Research","",Open,0,30,0
11825,ANTH,9999,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Non-Topical Research","",Open,0,30,0
11826,ANTH,9999,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Non-Topical Research","",Open,1,30,0
11827,ANTH,9999,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Non-Topical Research","",Open,0,30,0
11828,ANTH,9999,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Non-Topical Research","",Open,0,30,0
11829,ANTH,9999,012,Independent Study,"1 - 12","Adria LaViolette","TBA","TBA","Non-Topical Research","",Open,1,30,0
11830,ANTH,9999,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Non-Topical Research","",Open,2,30,0
11831,ANTH,9999,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Non-Topical Research","",Open,2,30,0
11832,ANTH,9999,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Non-Topical Research","",Open,0,30,0
11833,ANTH,9999,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Non-Topical Research","",Open,1,30,0
11835,ANTH,9999,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Non-Topical Research","",Open,0,30,0
11836,ANTH,9999,024,Independent Study,"1 - 12","Kath Weston","TBA","TBA","Non-Topical Research","",Open,3,30,0
12645,ANTH,9999,026,Independent Study,"1 - 12","Jim Igoe","TBA","TBA","Non-Topical Research","",Open,2,30,0
12646,ANTH,9999,027,Independent Study,"1 - 12","China Scherz","TBA","TBA","Non-Topical Research","",Open,0,30,0
12662,ANTH,9999,028,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Non-Topical Research","",Open,0,30,0
12663,ANTH,9999,029,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Non-Topical Research","",Open,0,30,0
15745,APMA,1110,001,Lecture,"4","Stacie Pisano","MoWeFr 10:00AM - 10:50AM","Olsson Hall 011","Single Variable Calculus II","",Closed,45,45,0
15746,APMA,1110,002,Lecture,"4","Monika Abramenko","MoWeFr 9:00AM - 9:50AM","Olsson Hall 011","Single Variable Calculus II","",Open,39,45,0
15747,APMA,2120,001,Lecture,"4","Manouchehr Mohajeri","MoWeFr 12:00PM - 12:50PM","Mechanical Engr Bldg 339","Multivariable Calculus","",Closed,46,45,0
15748,APMA,2120,002,Lecture,"4","Bernard Fulgham","MoWeFr 11:00AM - 11:50AM","Olsson Hall 018","Multivariable Calculus","",Closed,47,45,0
15749,APMA,2120,003,Lecture,"4","Manouchehr Mohajeri","MoWeFr 1:00PM - 1:50PM","Mechanical Engr Bldg 339","Multivariable Calculus","",Open,43,45,0
15750,APMA,2120,004,Lecture,"4","Eduardo Socolovsky","MoWeFr 10:00AM - 10:50AM","Thornton Hall E303","Multivariable Calculus","",Open,28,45,0
16512,APMA,2120,005,Lecture,"4","Eduardo Socolovsky","MoWeFr 11:00AM - 11:50AM","Thornton Hall E303","Multivariable Calculus","",Open,39,45,0
16823,APMA,2120,006,Lecture,"4","Eduardo Socolovsky","MoWeFr 12:00PM - 12:50PM","Thornton Hall E304","Multivariable Calculus","",Open,44,45,0
15751,APMA,2130,001,Lecture,"4","Julia Spencer","MoWeFr 11:00AM - 11:50AM","Thornton Hall E316","Ordinary Differential Equations","",Closed,50,45,0
15752,APMA,2130,002,Lecture,"4","Robert Johnson","MoWeFr 10:00AM - 10:50AM","Thornton Hall E316","Ordinary Differential Equations","",Closed,52,45,0
15753,APMA,2130,003,Lecture,"4","Megan Ryals","TuTh 3:30PM - 4:45PM","Olsson Hall 005","Ordinary Differential Equations","",Closed,45,45,0
15754,APMA,2130,004,Lecture,"4","Meiqin Li","MoWeFr 1:00PM - 1:50PM","Mechanical Engr Bldg 341","Ordinary Differential Equations","",Closed,47,45,0
